microorganismo,antibiotico,s_cim,i_cim,r_cim,diametro_s_mm,diametro_i_mm,diametro_r_mm,notas
H.influenzae,Regras de Especialistas e Fenótipos Esperados,,,,Documentos de orientação,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
H.influenzae,Fluoroquinolonas,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
H.influenzae,Ciprofloxacino,"0,03",-,">0,03",32A,-,<32A,"A. O teste de disco-difusão com ácido nalidíxico pode ser utilizado como triagem para resistência às fluoroquinolonas. Ver Nota C.
B. A sensibilidade pode ser inferida a partir do teste de triagem com ácido nalidíxico.
B. Isolados categorizados como teste de triagem negativo ao ácido nalidíxico (halo de inibição ≥ 23 mm) podem ser reportados como sensíveis ao levofloxacino, ciprofloxacino, moxifloxacino e ofloxacino. Isolados categorizados na triagem como positivos (halo de inibição <23 mm) podem apresentar resistência às fluoroquinolonas e devem ser testados contra os agentes individuais ou reportados como resistentes."
H.influenzae,Delafloxacino,EI,EI,EI,EI,EI,EI,
H.influenzae,Levofloxacino,"0,06",-,">0,06",30A,-,<30A,
H.influenzae,Moxifloxacino,"0,125",-,">0,125",28A,-,<28A,
H.influenzae,Ácido nalidíxico (exclusivamente triagem),,,,23B,-,<23B,
H.influenzae,Norfloxacino (apenas em infecção não complicada do trato urinário),-,-,-,-,-,-,
H.influenzae,Ofloxacino,"0,06",-,">0,06",30A,-,<30A,
H.influenzae,Macrolídeos1,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
H.influenzae,Azitromicina,Nota1,Nota1,Nota1,NotaA,NotaA,NotaA,"1/A. As evidências clínicas sobre a eficácia de macrolídeos no tratamento de infecções respiratórias por H. influenzae são conflitantes devido à alta taxa de cura espontânea. Havendo a necessidade de testar algum macrolídeo contra esta espécie, os pontos de corte epidemiológicos (ECOFFs) devem ser utilizados para detectar cepas com resistência adquirida. Os ECOFFs são: azitromicina 4 mg/L, claritromicina 32 mg/L e eritromicina 16mg/L."
H.influenzae,Claritromicina,Nota1,Nota1,Nota1,NotaA,NotaA,NotaA,
H.influenzae,Eritromicina,Nota1,Nota1,Nota1,NotaA,NotaA,NotaA,
H.influenzae,Tetraciclinas,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
H.influenzae,Doxiciclina,11,-,>11,NotaA,NotaA,NotaA,1/A. A tetraciclina pode ser usada para triagem de resistência às demais tetraciclinas. Isolados categorizados como sensíveis à tetraciclina podem ser reportados como sensíveis à doxiciclina e à minociclina. Isolados categorizados como resistentes à tetraciclina devem ser testados quanto à sensibilidade a agentes individuais ou reportados como resistentes.
H.influenzae,Eravaciclina,EI,EI,EI,EI,EI,EI,
H.influenzae,Minociclina,11,-,>11,24A,-,<24A,
H.influenzae,Tetraciclina,21,-,>21,25A,-,<25A,
H.influenzae,Tigeciclina,EI,EI,EI,EI,EI,EI,
H.influenzae,Haemophilus influenzae,,,,,,,
H.influenzae,Regras de Especialistas e Fenótipos Esperados,,,,Documentos de orientação,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
H.influenzae,Agentes Diversos,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
H.influenzae,Cloranfenicol1,2,-,>2,28,-,<28,"1. Ver tabela de dosagens para uso de cloranfenicol no tratamento de meningites.
2. Sulfametoxazol-trimetoprima na proporção 19:1. Os pontos de corte estão expressos como concentração de trimetoprima."
H.influenzae,Rifampicina (exclusivamente profilaxia),1,-,>1,18,-,<18,
H.influenzae,Sulfametoxazol-trimetoprima2,"0,5",1,>1,23,20-22,<20,
H.influenzae,"Exemplos de halos de inibição para H. influenzae e um agente betalactâmico, onde um halo de inibição claro contém uma área de crescimento ao redor do disco.
Para fins de aferição do diâmetro do halo, considerar a borda mais externa e desconsiderar o crescimento ao redor do disco.",,,,,,,
H.influenzae,Haemophilus influenzae,,,,,,,
H.influenzae,Regras de Especialistas e Fenótipos Esperados,,,,Documentos de orientação,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
H.influenzae,"* Para cefepima, cefpodoxima e imipenem, se resistente tanto na triagem quanto por disco-difusão, relatar resistência. Se resistente no teste de triagem e sensível em por disco-difusão, determinar a CIM do antimicrobiano e interpretar de acordo com os pontos de corte.",,,,,,,
M.catarrhalis,Ampicilina,-1,-,-1,-,-,-,"1. A maioria dos isolados de M. catarrhalis produz β-lactamase, embora a produção de β-lactamase seja lenta e possa gerar resultados fracamente positivos nos testes in vitro. Produtores de β-lactamase devem ser reportados como resistentes à penicilinas e às aminopenicilinas sem inibidores."
M.catarrhalis,Ampicilina-sulbactam,"12,3",-,">12,3",NotaA,NotaA,NotaA,
M.catarrhalis,Amoxicilina,-1,-,-1,-,-,-,
M.catarrhalis,Amoxicilina-ácido clavulânico,14,-,>14,19,-,<19,"2. Para fins de testes de sensibilidade, a concentração de sulbactam é fixada em 4 mg/L."
M.catarrhalis,Piperacilina-tazobactam,Nota3,Nota3,Nota3,NotaA,NotaA,NotaA,3/A. A sensibilidade pode ser inferida a partir da amoxicilina-ácido clavulânico.
M.catarrhalis,Cefalosporinas,"Ponto de corte p/ CIM 
(mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
M.catarrhalis,Cefaclor,-,-,-,-,-,-,1/A. A adição de um inibidor de betalactamase não acrescenta benefício clínico. As betalactamases produzidas pelo organismo não modificam a cefalosporina original ou não são afetadas pelo inibidor.
M.catarrhalis,Cefadroxila,-,-,-,-,-,-,
M.catarrhalis,Cefalexina,-,-,-,-,-,-,
M.catarrhalis,Cefazolina,-,-,-,-,-,-,
M.catarrhalis,Cefepima,4,-,>4,20,-,<20,
M.catarrhalis,Cefepima-enmetazobactam1,Nota1,Nota1,Nota1,NotaA,NotaA,NotaA,
M.catarrhalis,Cefiderocol,EI,EI,EI,EI,EI,EI,
M.catarrhalis,Cefixima,"0,5",-,">0,5",21,-,<21,
M.catarrhalis,Cefotaxima,1,2,>2,20,17-19,<17,
M.catarrhalis,Ceftarolina,EI,EI,EI,EI,EI,EI,
M.catarrhalis,Ceftazidima,-,-,-,-,-,-,
M.catarrhalis,Ceftriaxona,1,2,>2,24,21-23,<21,
M.catarrhalis,Cefuroxima iv,4,8,>8,21,18-20,<18,
M.catarrhalis,Cefuroxima oral,"0,001","0,002-4",>4,50,21-49,<21,
M.catarrhalis,Carbapenêmicos,"Ponto de corte p/ CIM 
(mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
M.catarrhalis,Doripenem1,1,-,>1,30,-,<30,"1. Isolados resistentes são raros ou ainda não foram reportados. A identificação e o teste de sensibilidade em isolados resistentes devem ser confirmados em centro de referência.
2/A. As β-lactamases produzidas pelo microrganismo não modificam o carbapenêmico ou não são afetadas pelo inibidor; portanto, a adição do inibidor de β-lactamases não adiciona benefício clínico."
M.catarrhalis,Ertapenem1,"0,5",-,">0,5",29,-,<29,
M.catarrhalis,Imipenem1,2,-,>2,29,-,<29,
M.catarrhalis,Imipenem-relebactam2,Nota2,Nota2,Nota2,NotaA,NotaA,NotaA,
M.catarrhalis,Meropenem1,2,-,>2,33,-,<33,
M.catarrhalis,Meropenem-vaborbactam2,Nota2,Nota2,Nota2,NotaA,NotaA,NotaA,
M.catarrhalis,Moraxella catarrhalis,,,,,,,
M.catarrhalis,Regras de Especialistas e Fenótipos Esperados,,,,Documentos de orientação,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
M.catarrhalis,Fluoroquinolonas,"Ponto de corte p/ CIM 
(mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
M.catarrhalis,Ciprofloxacino,"0,125",-,">0,125",31A,-,<31A,"A. O teste de disco-difusão com ácido nalidíxico pode ser utilizado para triagem de resistência às fluoroquinolonas. Ver Nota B.
B. Isolados categorizados como negativos no teste de triagem (diâmetro do halo de inibição ≥23 mm) podem ser reportados como sensíveis ao levofloxacino, ciprofloxacino, moxifloxacino e ofloxacino. Isolados categorizados como positivos no teste de triagem (diâmetro do halo de inibição <23 mm) devem ser testados quanto à sensibilidade a agentes individuais ou reportados como resistentes."
M.catarrhalis,Delafloxacino,EI,EI,EI,EI,EI,EI,
M.catarrhalis,Levofloxacino,"0,125",-,">0,125",29A,-,<29A,
M.catarrhalis,Moxifloxacino,"0,25",-,">0,25",26A,-,<26A,
M.catarrhalis,Ácido Nalidíxico (exclusivamente triagem),,,,23B,-,<23B,
M.catarrhalis,Norfloxacino (exclusivamente ITU não complicada),-,-,-,-,-,-,
M.catarrhalis,Ofloxacino,"0,25",-,">0,25",28A,-,<28A,
M.catarrhalis,Macrolídeos,"Ponto de corte p/ CIM 
(mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
M.catarrhalis,Azitromicina,"0,251",-,">0,251",NotaA,NotaA,NotaA,"1/A. A eritromicina pode ser utilizada para triagem de resistência a macrolídeos em Moraxella catarrhalis. Isolados categorizados como sensíveis podem ser reportados como sensíveis à azitromicina, claritromicina e roxitromicina. Isolados classificados como resistentes à eritromicina devem ser testados quanto à sensibilidade a agentes individuais ou reportados como resistentes."
M.catarrhalis,Claritromicina,"0,251",-,">0,251",NotaA,NotaA,NotaA,
M.catarrhalis,Eritromicina,"0,25",-,">0,25",23A,-,<23A,
M.catarrhalis,Tetraciclinas,"Ponto de corte p/ CIM 
(mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
M.catarrhalis,Doxiciclina,11,-,>11,NotaA,NotaA,NotaA,1/A. Tetraciclina pode ser utilizada para triagem de resistência às demais tetraciclinas. Isolados categorizados como sensíveis à tetraciclina podem ser reportados como sensíveis à doxiciclina e à minociclina. Isolados categorizados como resistentes à tetraciclina devem ser testados quanto à sensibilidade a agentes individuais ou reportados como resistentes.
M.catarrhalis,Minociclina,11,-,>11,25A,-,<25A,
M.catarrhalis,Tetraciclina,21,-,>21,26A,-,<26A,
M.catarrhalis,Tigeciclina,EI,EI,EI,EI,EI,EI,
M.catarrhalis,Agentes Diversos,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
M.catarrhalis,Cloranfenicol,Nota1,Nota1,Nota1,NotaA,NotaA,NotaA,"1/A. Para uso tópico de cloranfenicol, ver tabela de agentes de uso tópico."
M.catarrhalis,Sulfametoxazol-trimetoprima2,"0,5",1,>1,18,15-17,<15,2. Sulfametoxazol-trimetoprima na proporção 19:1. Os pontos de corte estão expressos de acordo com a concentração de trimetoprima.
N.gonorrhoeae,Benzilpenicilina (agente alternativo)1,"0,06 1","0,125-1",>1,,,,
N.gonorrhoeae,Ampicilina1,Nota1,Nota1,Nota1,,,,
N.gonorrhoeae,Ampicilina-sulbactam,EI,EI,EI,,,,
N.gonorrhoeae,Amoxicilina1,Nota1,Nota1,Nota1,,,,
N.gonorrhoeae,Amoxicilina-ácido clavulânico,EI,EI,EI,,,,
N.gonorrhoeae,Cefalosporinas,Ponto de corte p/ CIM (mg/L),,,,,,
N.gonorrhoeae,Cefiderocol,EI,EI,EI,,,,
N.gonorrhoeae,Cefixima,"0,125",-,">0,125",,,,
N.gonorrhoeae,Cefotaxima,"0,125",-,">0,125",,,,
N.gonorrhoeae,Ceftriaxona,"0,125",-,">0,125",,,,
N.gonorrhoeae,Carbapenêmicos,Ponto de corte p/ CIM (mg/L),,,,,,
N.gonorrhoeae,Doripenem,EI,EI,EI,,,,
N.gonorrhoeae,Ertapenem,EI,EI,EI,,,,
N.gonorrhoeae,Imipenem,EI,EI,EI,,,,
N.gonorrhoeae,Imipenem-relebactam,EI,EI,EI,,,,
N.gonorrhoeae,Meropenem,EI,EI,EI,,,,
N.gonorrhoeae,Meropenem-vaborbactam,EI,EI,EI,,,,
N.gonorrhoeae,Neisseria gonorrhoeae,,,,,,,
N.gonorrhoeae,Regras de Especialistas e Fenótipos Esperados,Documentos de orientação,,,,,,
N.gonorrhoeae,Fluorquinolonas,Ponto de corte p/ CIM (mg/L),,,,,,
N.gonorrhoeae,Ciprofloxacino,"0,03","0,06",">0,06",,,,
N.gonorrhoeae,Delafloxacino,EI,EI,EI,,,,
N.gonorrhoeae,Levofloxacino,EI,EI,EI,,,,
N.gonorrhoeae,Moxifloxacino,EI,EI,EI,,,,
N.gonorrhoeae,Ácido nalidíxico (exclusivamente triagem),,,,,,,
N.gonorrhoeae,Norfloxacino (exclusivamente em infecção do trato urinário não complicada),-,-,-,,,,
N.gonorrhoeae,Ofloxacino,"0,125","0,25",">0,25",,,,
N.gonorrhoeae,Macrolídeos,Ponto de corte p/ CIM (mg/L),,,,,,
N.gonorrhoeae,Azitromicina,Nota1,Nota1,Nota1,,,,
N.gonorrhoeae,Tetraciclinas,Ponto de corte p/ CIM (mg/L),,,,,,
N.gonorrhoeae,Doxiciclina,EI,EI,EI,,,,
N.gonorrhoeae,Everaciclina,EI,EI,EI,,,,
N.gonorrhoeae,Minociclina,EI,EI,EI,,,,
N.gonorrhoeae,Tetraciclina,"0,5",-,">0,5",,,,
N.gonorrhoeae,Tigeciclina,EI,EI,EI,,,,
N.gonorrhoeae,Agentes Diversos,Ponto de corte p/ CIM (mg/L),,,,,,
N.gonorrhoeae,Espectinomicina,64,-,>64,,,,
N.meningitidis,Benzilpenicilina (todas as indicações),"0,25",-,">0,25",,,,
N.meningitidis,Ampicilina (infecções não meníngeas),"0,125","0,25-1",>1,,,,
N.meningitidis,Ampicilina (meningite),EI,EI,EI,,,,
N.meningitidis,Ampicilina-sulbactam,EI,EI,EI,,,,
N.meningitidis,Amoxicilina (infecções não meníngeas),"0,125","0,25-1",>1,,,,
N.meningitidis,Amoxicilina (meningite),EI,EI,EI,,,,
N.meningitidis,Amoxicilina-ácido clavulânico,-,-,-,,,,
N.meningitidis,Cefalosporinas,"Ponto de corte p/ CIM
 (mg/L)",,,,,,
N.meningitidis,Cefiderocol,EI,EI,EI,,,,
N.meningitidis,Cefotaxima (todas as indicações)1,"0,125",-,">0,125",,,,
N.meningitidis,"Ceftriaxona (todas as indicações, incluindo profilaxia)1","0,125",-,">0,125",,,,
N.meningitidis,"Carbapenêmicos1,2","Ponto de corte p/ CIM
 (mg/L)",,,,,,
N.meningitidis,Doripenem,Nota2,Nota2,Nota2,,,,
N.meningitidis,Ertapenem,EI,EI,EI,,,,
N.meningitidis,Imipenem,Nota2,Nota2,Nota2,,,,
N.meningitidis,Imipenem-relebactam3,"Nota2,3","Nota2,3","Nota2,3",,,,
N.meningitidis,"Meropenem (todas as indicações)1,2","0,25",-,">0,25",,,,
N.meningitidis,Meropenem-vaborbactam3,"Nota2,3","Nota2,3","Nota2,3",,,,
N.meningitidis,Neisseria meningitidis,,,,,,,
N.meningitidis,Regras de Especialistas e Fenótipos Esperados,Documentos de orientação,,,,,,
N.meningitidis,Fluoroquinolonas,"Ponto de corte p/ CIM
 (mg/L)",,,,,,
N.meningitidis,"Ciprofloxacino (todas as indicações, incluindo meningite e profilaxia)","0,016",-,">0,016",,,,
N.meningitidis,Delafloxacin,EI,EI,EI,,,,
N.meningitidis,Levofloxacino,EI,EI,EI,,,,
N.meningitidis,Moxifloxacino,EI,EI,EI,,,,
N.meningitidis,Macrolídeos,"Ponto de corte p/ CIM
 (mg/L)",,,,,,
N.meningitidis,Azitromicina,-,-,-,,,,
N.meningitidis,Claritromicina,-,-,-,,,,
N.meningitidis,Eritromicina,-,-,-,,,,
N.meningitidis,Tetraciclinas,"Ponto de corte p/ CIM
 (mg/L)",,,,,,
N.meningitidis,Eravaciclina,EI,EI,EI,,,,
N.meningitidis,Minociclina (exclusivamente profilaxia),11,-,>11,,,,
N.meningitidis,Tetraciclina (exclusivamente profilaxia),21,-,>21,,,,
N.meningitidis,Tigeciclina,EI,EI,EI,,,,
N.meningitidis,Agentes Diversos,"Ponto de corte p/ CIM
 (mg/L)",,,,,,
N.meningitidis,Cloranfenicol (meningite)1,2,-,>2,,,,
N.meningitidis,Rifampicina (exclusivamente profilaxia),"0,25",-,">0,25",,,,
N.meningitidis,Sulfametoxazol-trimetoprima,-,-,-,,,,
Anaeróbios,Ampicilina-sulbactam,21,-,>21,25,-,<25,"1. Para fins de teste de sensibilidade, a concentração de sulbactam é fixada em 4 mg/L.
2. Para fins de teste de sensibilidade, a concentração de ácido clavulânico é fixada em 2 mg/L.
3. Isolados sensíveis a ampicilina-sulbactam e amoxicilina-ácido clavulânico podem ser resistentes a piperacilina-tazobactam.
4. Para fins de teste de sensibilidade, a concentração de tazobactam é fixada em 4 mg/L.
5/A. Para obter informações sobre como usar pontos de corte entre parênteses, consultar https://www.eucast.org/eucastguidancedocuments/.

B. Examinar os halos cuidadosamente e verificar a presença de colônias dentro dos mesmos. As colônias devem ser levadas em consideração na leitura."
Anaeróbios,Amoxicilina-ácido clavulânico,22,-,>22,14,-,<14,
Anaeróbios,Piperacilina-tazobactam3,24,-,>24,24,-,<24,
Anaeróbios,Ertapenem,(2)5,-,(>2)5,(23)A,-,(<23)A,
Anaeróbios,Imipenem,1,-,>1,29,-,<29,
Anaeróbios,Meropenem,1,-,>1,28,-,<28,
Anaeróbios,Clindamicina,(4)5,-,(>4)5,"(10)A,B",-,"(<10)A,B",
Anaeróbios,Metronidazol,4,-,>4,25,-,<25,
Anaeróbios,Anaeróbios,,,,,,,
Anaeróbios,Regras de Especialistas e Fenótipos Esperados,,,,Documentos de orientação,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
Anaeróbios,"Para espécies não listadas abaixo, consultar o Documento de Orientação EUCAST sobre como testar e interpretar os resultados quando não houver pontos de corte",,,,,,,
Anaeróbios,Prevotella spp.,,,,,,,
Anaeróbios,Antimicrobiano,"Ponto de corte p/ CIM 
(mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Anaeróbios,Benzilpenicilina,"0,51",-,">0,51",20A,-,<20A,"1/A. Os isolados sensíveis à benzilpenicilina podem ser reportados como sensíveis a todos os agentes β-lactâmicos com pontos de corte (incluindo aqueles com Nota) sem testes adicionais. Os isolados resistentes à benzilpenicilina devem ser testados quanto à sensibilidade a agentes individuais.
2. Em concentrações muito baixas de ampicilina, amoxicilina e piperacilina quando em combinações de inibidores, a atividade antimicrobiana in vitro da concentração fixa de inibidor (2 mg/L para ácido clavulânico e 4 mg/L para sulbactam e tazobactam) é tal que valores artificialmente baixos de MIC podem ser obtidos. Portanto, nenhum ponto de corte pode ser fornecido. Isso não afeta o método de disco-difusão, onde a concentração do inibidor diminui proporcionalmente com a concentração do agente.

B. A sensibilidade pode ser inferida a partir da ampicilina.
C. Examinar os halos cuidadosamente e verificar a presença de colônias dentro dos mesmos. As colônias devem ser levadas em consideração na leitura."
Anaeróbios,Ampicilina,"0,51",-,">0,51",25A,-,<25A,
Anaeróbios,Ampicilina-sulbactam,"Nota1,2","Nota1,2","Nota1,2",33A,-,<33A,
Anaeróbios,Amoxicilina,"0,251",-,">0,251","NotaA,B","NotaA,B","NotaA,B",
Anaeróbios,Amoxicilina-ácido clavulânico,"Nota1,2","Nota1,2","Nota1,2",24A,-,<24A,
Anaeróbios,Piperacilina-tazobactam,"Nota1,2","Nota1,2","Nota1,2",26A,-,<26A,
Anaeróbios,Ertapenem,"0,51",-,">0,51",29A,-,<29A,
Anaeróbios,Imipenem,"0,1251",-,">0,1251",35A,-,<35A,
Anaeróbios,Meropenem,"0,251",-,">0,251",34A,-,<34A,
Anaeróbios,Clindamicina,"0,25",-,">0,25",31C,-,<31C,
Anaeróbios,Metronidazol,4,-,>4,22,-,<22,
Anaeróbios,Fusobacterium necrophorum,,,,,,,
Anaeróbios,Antimicrobiano,"Ponto de corte p/ CIM 
(mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Anaeróbios,Benzilpenicilina,"0,1251",-,">0,1251",25A,-,<25A,"1/A. Os isolados sensíveis à benzilpenicilina podem ser reportados como sensíveis a todos os agentes β-lactâmicos com pontos de corte (incluindo aqueles com Nota) sem testes adicionais. Os isolados resistentes à benzilpenicilina devem ser testados quanto à sensibilidade a agentes individuais.
2. Para fins de teste de sensibilidade, a concentração de sulbactam é fixada em 4 mg/L.
3. Para fins de teste de sensibilidade, a concentração de ácido clavulânico é fixada em 2 mg/L.
4. Para fins de teste de sensibilidade, a concentração de tazobactam é fixada em 4 mg/L.

B. A sensibilidade pode ser inferida a partir da ampicilina.
C. Examinar os halos cuidadosamente e verificar a presença de colônias dentro dos mesmos. As colônias devem ser levadas em consideração na leitura."
Anaeróbios,Ampicilina,"0,51",-,">0,51",27A,-,<27A,
Anaeróbios,Ampicilina-sulbactam,"0,51,2",-,">0,51,2",33A,-,<33A,
Anaeróbios,Amoxicilina,"0,51",-,">0,51","NotaA,B","NotaA,B","NotaA,B",
Anaeróbios,Amoxicilina-ácido clavulânico,"0,51,3",-,">0,51,3",23A,-,<23A,
Anaeróbios,Piperacilina-tazobactam,"0,51,4",-,">0,51,4",32,-,<32,
Anaeróbios,Ertapenem,"0,061",-,">0,061",35A,-,<35A,
Anaeróbios,Imipenem,"0,1251",-,">0,1251",36A,-,<36A,
Anaeróbios,Meropenem,"0,031",-,">0,031",35A,-,<35A,
Anaeróbios,Clindamicina,"0,25",-,">0,25",30C,-,<30C,
Anaeróbios,Metronidazol,"0,5",-,">0,5",30,-,<30,
Anaeróbios,Anaeróbios,,,,,,,
Anaeróbios,Regras de Especialistas e Fenótipos Esperados,,,,Documentos de orientação,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
Anaeróbios,"Para espécies não listadas abaixo, consultar o Documento de Orientação EUCAST sobre como testar e interpretar os resultados quando não houver pontos de corte",,,,,,,
Anaeróbios,Clostridium perfringens,,,,,,,
Anaeróbios,Antimicrobiano,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Anaeróbios,Benzilpenicilina,"0,51",-,">0,51",15A,-,<15A,"1/A. Os isolados sensíveis à benzilpenicilina podem ser reportados como sensíveis a todos os agentes β-lactâmicos com pontos de corte (incluindo aqueles com Nota) sem testes adicionais. Os isolados resistentes à benzilpenicilina devem ser testados quanto à sensibilidade a agentes individuais.
2. Para fins de teste de sensibilidade, a concentração de sulbactam é fixada em 4 mg/L.
3. Para fins de teste de sensibilidade, a concentração de ácido clavulânico é fixada em 2 mg/L.
4. Para fins de teste de sensibilidade, a concentração de tazobactam é fixada em 4 mg/L.

B. A sensibilidade pode ser inferida a partir da ampicilina.
C. Examinar os halos cuidadosamente e verificar a presença de colônias dentro dos mesmos. As colônias devem ser levadas em consideração na leitura."
Anaeróbios,Ampicilina,"0,251",-,">0,251",23A,-,<23A,
Anaeróbios,Ampicilina-sulbactam,"0,251,2",-,">0,251,2",27A,-,<27A,
Anaeróbios,Amoxicilina,"0,251",-,">0,251","NotaA,B","NotaA,B","NotaA,B",
Anaeróbios,Amoxicilina-ácido clavulânico,"0,251,3",-,">0,251,3",23A,-,<23A,
Anaeróbios,Piperacilina-tazobactam,"0,51,4",-,">0,51,4",24A,-,<24A,
Anaeróbios,Ertapenem,"0,51",-,">0,51",24A,-,<24A,
Anaeróbios,Imipenem,"0,51",-,">0,51",25A,-,<25A,
Anaeróbios,Meropenem,"0,1251",-,">0,1251",25A,-,<25A,
Anaeróbios,Vancomicina,2,-,>2,12,-,<12,
Anaeróbios,Clindamicina,"0,25",-,">0,25",19C,-,<19C,
Anaeróbios,Metronidazol,4,-,>4,16,-,<16,
Anaeróbios,Cutibacterium acnes,,,,,,,
Anaeróbios,Antimicrobiano,"Ponto de corte p/ CIM 
(mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Anaeróbios,Benzilpenicilina,"0,061",-,">0,061",24A,-,<24A,"1/A. Os isolados sensíveis à benzilpenicilina podem ser reportados como sensíveis a todos os agentes β-lactâmicos com pontos de corte (incluindo aqueles com Nota) sem testes adicionais. Os isolados resistentes à benzilpenicilina devem ser testados quanto à sensibilidade a agentes individuais.
2. Em concentrações muito baixas de ampicilina, amoxicilina e piperacilina quando em combinações de inibidores, a atividade antimicrobiana in vitro da concentração fixa de inibidor (2 mg/L para ácido clavulânico e 4 mg/L para sulbactam e tazobactam) é tal que valores artificialmente baixos de MIC podem ser obtidos. Portanto, nenhum ponto de corte pode ser fornecido. Isso não afeta o método de disco-difusão, onde a concentração do inibidor diminui proporcionalmente com a concentração do agente.

B. A sensibilidade pode ser inferida a partir da ampicilina.
C. A sensibilidade à ceftriaxona pode ser inferida a partir do resultado da disco-difusão com cefotaxima.
D. Examinar os halos cuidadosamente e verificar a presença de colônias dentro dos mesmos. As colônias devem ser levadas em consideração na leitura."
Anaeróbios,Ampicilina,"0,251",-,">0,251",23A,-,<23A,
Anaeróbios,Ampicilina-sulbactam,"Nota1,2","Nota1,2","Nota1,2",33A,-,<33A,
Anaeróbios,Amoxicilina,"0,251",-,">0,251","NotaA,B","NotaA,B","NotaA,B",
Anaeróbios,Amoxicilina-ácido clavulânico,"Nota1,2","Nota1,2","Nota1,2",24A,-,<24A,
Anaeróbios,Piperacilina-tazobactam,"Nota1,2","Nota1,2","Nota1,2",27A,-,<27A,
Anaeróbios,Cefotaxima,,,,"26A,C",-,"<26A,C",
Anaeróbios,Ceftriaxona,"0,061",-,">0,061","33A,C",-,"<33A,C",
Anaeróbios,Ertapenem,"0,251",-,">0,251",28A,-,<28A,
Anaeróbios,Imipenem,"0,031",-,">0,031",39A,-,<39A,
Anaeróbios,Meropenem,"0,1251",-,">0,1251",28A,-,<28A,
Anaeróbios,Vancomicina,2,-,>2,22,-,<22,
Anaeróbios,Clindamicina,"0,25",-,">0,25",26D,-,<26D,
Anaeróbios,Linezolida,2,-,>2,34,-,<34,
Anaeróbios,Anaeróbios,,,,,,,
Anaeróbios,Regras de Especialistas e Fenótipos Esperados,,,,Documentos de orientação,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
Anaeróbios,"Para espécies não listadas abaixo, consultar o Documento de Orientação EUCAST sobre como testar e interpretar os resultados quando não houver pontos de corte",,,,,,,
Anaeróbios,Clostridioides difficile,,,,,,,
Anaeróbios,Antimicrobiano,"Ponto de corte p/ CIM 
(mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
